X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
9103,8560,1997,67039,54.9,11/18/1997 0:00,13,1,29.02,-89.01,1.63,13,,S,67039,17.38,21.19,22.24,29.29,34.32,35.6,2.33,0.97,1,2.8,2.5,2.1,NA,NA,NA,,,NA,0,-56,6,11/18/1997,11,18,TRUE,0,0,9,0,37,NA,0,61,TRUE,0,1.242114421
9104,8561,1997,67040,54.9,11/18/1997 0:00,11,1,29.38,-88.45,1.63,60,,S,67040,22.23,23.37,21.41,35.17,35.88,36.42,2.07,0.88,0.65,2.7,2.5,2.2,NA,NA,NA,LUTJANU,CAMPEC,6,0.1,-57,1.25,11/18/1997,11,18,TRUE,0,0,56.59999847,8,40,50,0,50,TRUE,0,1.242114421
9105,8562,1997,67042,91.4,11/18/1997 0:00,11,1,29.25,-88.36,1.63,12,,S,67042,19.89,20.09,17.4,33.04,36.45,36.29,3.44,0.32,0.26,3.8,2.7,2.5,NA,NA,NA,,,NA,0,-113,10.875,11/18/1997,11,18,TRUE,0,2.654749327,19.29999924,0,99,50,100,0,TRUE,0,1.242114421
9106,8563,1997,67043,73.2,11/18/1997 0:00,11,1,29.28,-88.37,1.63,18,,S,67043,20.24,21.07,18.55,33.3,36.43,36.4,2.94,0.39,0.27,4.9,3.5,2.9,NA,NA,NA,,,NA,0,-92,13,11/18/1997,11,18,TRUE,0,33.81956066,38.20000076,0,51,50,100,47,TRUE,0,1.242114421
9107,8564,1997,67044,82.3,11/18/1997 0:00,11,1,29.28,-88.29,1.63,71,,S,67044,20.58,21.94,18.68,33.69,36.37,36.4,2.61,0.42,0.38,4.6,3.4,2.6,NA,NA,NA,,,NA,0,-84,2.375,11/18/1997,11,18,TRUE,0,5.271958107,66.59999847,0,0,50,0,99,TRUE,0,1.242114421
9108,8565,1997,67045,64,11/18/1997 0:00,11,1,29.4,-88.06,1.63,16,,S,67045,22.71,22.96,20.58,35.4,35.57,36.44,0.98,0.64,0.54,4.5,3.9,2.9,NA,NA,NA,,,NA,0,-73,5.375,11/18/1997,11,18,TRUE,1,28.11596271,43.5,0,0,50,0,100,TRUE,0,1.242114421
9109,8566,1997,67047,40.2,11/18/1997 0:00,11,1,29.56,-88.2,1.63,60,,S,67047,22.25,22.42,23.1,35.23,35.4,36.1,0.58,0.69,1.33,3.2,3.2,2.7,NA,NA,NA,LUTJANU,CAMPEC,9,0.15,-41,0.5,11/18/1997,11,18,TRUE,0,0,86.59999847,48,3,48.09999847,0,48,TRUE,0,1.242114421
9110,8567,1997,67049,73.2,11/18/1997 0:00,11,1,29.26,-88.47,1.63,10,,S,67049,20.34,23.35,17.61,34.02,36.02,36.79,1.6,0.7,0.3,3.6,3.1,2.5,NA,NA,NA,,,NA,0,-80,6.625,11/18/1997,11,18,TRUE,1,31.08667246,36.40000153,0,44,50,100,54,TRUE,0,1.242114421
9111,8568,1997,67050,45.7,11/19/1997 0:00,11,1,29.55,-88.42,1.63,60,,S,67050,22.97,23,21.11,35.75,35.74,36.43,1.06,1.02,0.59,2.7,2.7,2.3,NA,NA,NA,LUTJANU,CAMPEC,8,0.13,-47,0.625,11/19/1997,11,19,TRUE,0,0,66.19999695,1,51,46.70000076,0,47,TRUE,0,1.242114421
9112,8569,1997,67054,45.7,11/19/1997 0:00,11,1,29.52,-88.25,1.63,31,,S,67054,21.58,22.61,22.6,34.91,35.65,36.22,1.06,1.01,1.22,2.6,2.5,2.2,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-45,1.25,11/19/1997,11,19,TRUE,0,2.031297345,68.09999847,3,3,48.40000153,0,92,TRUE,0,1.242114421
9113,8570,1997,67057,32.9,11/19/1997 0:00,11,1,29.9,-88.15,1.63,19,,S,67057,21.44,21.45,21.89,35.38,35.38,36.33,1.76,1.7,1.24,2.6,2.2,1.5,NA,NA,NA,LUTJANU,CAMPEC,26,1.36,-34,0,11/19/1997,11,19,TRUE,0,10.34943803,93.69999695,32,58,45.70000076,0,9,TRUE,0,1.242114421
9114,8571,1997,67059,27.4,11/19/1997 0:00,11,1,29.99,-88.22,1.63,14,,S,67059,19.86,19.94,20.64,34.2,34.26,34.69,1.81,1.93,1.97,2.8,2.7,2.5,NA,NA,NA,LUTJANU,CAMPEC,25,1.78,-28,1.25,11/19/1997,11,19,TRUE,0,0,95,14,74,28.29999924,0,10,TRUE,0,1.242114421
9115,8572,1997,67060,9.1,11/20/1997 0:00,11,1,30.22,-88.71,1.63,13,,S,67060,16.7,16.72,16.74,31.29,31.29,31.34,5.76,2.93,4,1.9,1.9,1.9,NA,NA,NA,,,NA,0,-5,2.375,11/20/1997,11,20,TRUE,0,0,NA,0,16,NA,0,82,TRUE,0,1.242114421
9116,8573,1997,32719,14.6,10/21/1997 0:00,11,1,30.18,-88.28,1.63,28,,,32719,22.25,22.9,23.1,32.63,33.01,33.14,NA,NA,NA,6.9,6.6,6.6,92.13,97.5,97.43,LUTJANU,CAMPEC,6,0.21,-14,0.875,10/21/1997,10,21,TRUE,1,5.326646375,72.5,0,2,NA,2,96,TRUE,0,1.242114421
9117,8574,1997,32720,18.3,10/21/1997 0:00,11,1,30.08,-88.41,1.63,43,,,32720,24.19,24.14,24.1,33.51,33.51,33.5,NA,NA,NA,6.6,6.6,6.6,78.47,98.47,98.36,,,NA,0,-18,0,10/21/1997,10,21,TRUE,0,0,91.69999695,0,0,50,0,98,TRUE,0,1.242114421
9118,8575,1997,32721,24.1,10/21/1997 0:00,11,1,30.02,-88.38,1.63,13,,,32721,25.59,25.31,25.31,33.95,34.22,34.25,NA,NA,NA,6.5,6.4,6.4,96.55,98.62,98.41,LUTJANU,CAMPEC,7,0.53,-25,1.125,10/21/1997,10,21,TRUE,0,0,97.69999695,3,58,39.09999847,1,38,TRUE,0,1.242114421
9119,8576,1997,32722,34.7,10/21/1997 0:00,11,1,29.85,-88.32,1.63,51,,,32722,25.04,25.6,24.91,34.49,35.08,35.78,NA,NA,NA,6.5,6.1,5.4,95.71,98.59,97.18,LUTJANU,CAMPEC,37,0.72,-34,0.5,10/21/1997,10,21,TRUE,0,0,96.69999695,0,26,50,0,72,TRUE,0,1.242114421
9120,8577,1997,32723,27.4,10/21/1997 0:00,11,1,30.01,-88.33,1.63,12,,,32723,25.62,25.29,25.54,34.28,34.31,34.6,NA,NA,NA,6.4,6.4,6.2,98.32,98.6,98.3,LUTJANU,CAMPEC,23,1.91,-26,1.25,10/21/1997,10,21,TRUE,0,0,98.09999847,1,40,22.39999962,0,57,TRUE,0,1.242114421
9121,8578,1997,32724,23.8,10/21/1997 0:00,11,1,30.02,-88.33,1.63,14,,,32724,25.33,25.26,25.51,34.03,34.25,34.53,NA,NA,NA,6.5,6.5,6.2,98,98.32,97.63,,,NA,0,-24,1.375,10/21/1997,10,21,TRUE,0,4.821515032,96.09999847,0,0,22.10000038,0,99,TRUE,0,1.242114421
9122,8579,1997,32725,9.1,10/21/1997 0:00,11,1,30.22,-88.25,1.63,10,,,32725,22.92,23.16,23.33,31.88,32.75,32.99,NA,NA,NA,7.1,7,6.9,95.29,96.59,94.8,,,NA,0,-9,1.25,10/21/1997,10,21,TRUE,0,7.291719775,2,2,48,NA,0,48,TRUE,0,1.242114421
9123,8580,1997,32726,14.6,10/21/1997 0:00,11,1,30.19,-88.2,1.63,56,,,32726,22.37,22.77,23.46,29.48,32.56,33.2,NA,NA,NA,7.4,7,6.7,92.98,97.28,96.54,,,NA,0,-14,0,10/21/1997,10,21,TRUE,2,5.399790868,18.29999924,0,99,NA,0,0,TRUE,0,1.242114421
9124,8581,1997,68457,91.4,11/7/1997 0:00,11,1,29.1,-88.68,1.63,12,,,68457,23.8,23,19.1,33.5,34.6,34.7,NA,NA,NA,4.8,4.8,3.4,NA,NA,NA,,,NA,0,-115,11.125,11/7/1997,11,7,TRUE,0,0.890754645,98.19999695,0,95,50,0,3,TRUE,0,1.242114421
9125,8582,1997,68458,11,11/8/1997 0:00,11,1,30.04,-88.78,1.63,24,,,68458,19.9,19.4,19.8,32.5,32.2,32.2,NA,NA,NA,6,6.2,6.2,NA,NA,NA,,,NA,0,-11,0.75,11/8/1997,11,8,TRUE,0,0,71,1,70,NA,21,28,TRUE,0,1.242114421
9126,8583,1997,68459,7.3,11/8/1997 0:00,11,1,30,-88.8,1.63,12,,,68459,18.3,18.2,18.4,31.2,31.2,31.4,NA,NA,NA,6.3,6.5,6.5,NA,NA,NA,,,NA,0,-7,1.5,11/8/1997,11,8,TRUE,0,0,NA,NA,NA,NA,100,NA,TRUE,0,1.242114421
9127,8584,1997,68460,12.8,11/8/1997 0:00,11,1,29.98,-88.76,1.63,29,,,68460,19.7,20,20,31.8,31.8,32.4,NA,NA,NA,4.4,4.5,4.4,NA,NA,NA,,,NA,0,-8,2.5,11/8/1997,11,8,TRUE,0,0,NA,0,27,NA,3,72,TRUE,0,1.242114421
9128,8585,1997,68461,25.6,11/8/1997 0:00,11,1,29.96,-88.53,1.63,30,,,68461,20.8,22.1,22.5,32.3,32.5,34.4,NA,NA,NA,5.1,4.7,3.3,NA,NA,NA,LUTJANU,CAMPEC,37,1.23,-26,0,11/8/1997,11,8,TRUE,0,3.263202537,86.5,0,62,50,0,37,TRUE,0,1.242114421
9129,8586,1997,68462,5.5,11/9/1997 0:00,11,1,29.7,-88.89,1.63,16,,,68462,17.1,17,17.1,31.2,31.2,31,NA,NA,NA,6.2,6.3,6.3,NA,NA,NA,,,NA,0,-3,1.625,11/9/1997,11,9,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,1.242114421
9130,8587,1997,68463,20.1,11/9/1997 0:00,11,1,29.6,-88.59,1.63,10,,,68463,22.1,22.2,21.7,33.1,32.8,33.3,NA,NA,NA,5.8,5.7,5.4,NA,NA,NA,LUTJANU,CAMPEC,1,0.1,-26,1.375,11/9/1997,11,9,TRUE,0,4.86080588,50.20000076,2,67,21.5,6,30,TRUE,0,1.242114421
9131,8588,1997,68464,18.3,11/9/1997 0:00,11,1,29.48,-88.74,1.63,17,,,68464,22.5,21.7,21,32.9,32.9,34.8,NA,NA,NA,5.6,5.7,4.2,NA,NA,NA,LUTJANU,CAMPEC,3,0.17,-19,1.125,11/9/1997,11,9,TRUE,0,4.619889373,36.40000153,0,89,NA,3,9,TRUE,0,1.242114421
9132,8589,1997,68465,12.8,11/9/1997 0:00,11,1,29.74,-88.77,1.63,33,,,68465,20,20,19.9,32.4,32.3,32.4,NA,NA,NA,5.2,5.2,4.6,NA,NA,NA,,,NA,0,-10,0.75,11/9/1997,11,9,TRUE,0,0,54,0,22,NA,100,76,TRUE,0,1.242114421
9133,8590,1997,68466,20.1,11/9/1997 0:00,11,1,29.64,-88.58,1.63,10,,,68466,22.7,22.6,22.1,31.5,32.7,33.9,NA,NA,NA,5.6,5.2,3.8,NA,NA,NA,LUTJANU,CAMPEC,5,0.5,-23,1.75,11/9/1997,11,9,TRUE,0,8.038294971,52.20000076,2,37,20.79999924,20,60,TRUE,0,1.242114421
9134,8591,1997,68467,29.3,11/9/1997 0:00,11,1,29.42,-88.75,1.63,10,,,68467,21.1,22.8,20.1,31.4,32.6,34,NA,NA,NA,6.2,5.4,4.4,NA,NA,NA,,,NA,0,-32,2.25,11/9/1997,11,9,TRUE,1,25.93529497,36,0,94,NA,0,4,TRUE,0,1.242114421
9135,8592,1997,68468,34.7,11/9/1997 0:00,11,1,29.29,-88.9,1.63,10,,,68468,19.6,20.7,19.6,26.2,31.6,34.2,NA,NA,NA,7,6.1,4.4,NA,NA,NA,,,NA,0,-41,3.125,11/9/1997,11,9,TRUE,0,23.42741684,NA,0,97,NA,0,1,TRUE,0,1.242114421
9136,8593,1997,68469,82.3,11/9/1997 0:00,11,1,29.14,-88.68,1.63,24,,,68469,21.9,23.9,18.7,32.3,34.2,34.3,NA,NA,NA,4.6,4.1,3.8,NA,NA,NA,,,NA,0,-100,22.375,11/9/1997,11,9,TRUE,0,0,98.59999847,0,99,50,0,0,TRUE,0,1.242114421
9137,8594,1997,68470,64,11/9/1997 0:00,11,1,29.2,-88.84,1.63,30,,,68470,20,19.3,16.8,27.9,33.9,34,NA,NA,NA,5.8,3.4,3.6,NA,NA,NA,,,NA,0,-67,1.625,11/9/1997,11,9,TRUE,0,0.305412972,NA,0,51,NA,0,48,TRUE,0,1.242114421
9138,8595,1997,68471,34.7,11/9/1997 0:00,11,1,29.31,-88.88,1.63,10,,,68471,19.6,20.5,19.6,27.3,31.8,34.3,NA,NA,NA,5,4,3,NA,NA,NA,,,NA,0,-37,2.5,11/9/1997,11,9,TRUE,0,209.3700189,48,0,98,NA,0,1,TRUE,0,1.242114421
9139,8596,1997,68472,29.3,11/10/1997 0:00,11,1,29.34,-88.86,1.63,10,,,68472,18.9,20.7,20,27.3,31.7,34.1,NA,NA,NA,6.2,5.4,4.2,NA,NA,NA,,,NA,0,-33,2.5,11/10/1997,11,10,TRUE,0,50.74602213,47.90000153,0,96,NA,0,2,TRUE,0,1.242114421
9140,8597,1997,68473,34.7,11/10/1997 0:00,11,1,29.36,-88.81,1.63,10,,,68473,18.6,20.8,19.8,27.7,32.1,34.6,NA,NA,NA,6.2,5.3,4,NA,NA,NA,LUTJANU,CAMPEC,2,0.2,-36,3,11/10/1997,11,10,TRUE,0,65.40790744,47.90000153,0,96,NA,0,2,TRUE,0,1.242114421
9141,8598,1997,68474,54.9,11/10/1997 0:00,11,1,29.34,-88.69,1.63,30,,,68474,19.8,20.5,19,29.2,34.6,34.6,NA,NA,NA,5.6,3.8,3.8,NA,NA,NA,LUTJANU,CAMPEC,15,0.5,-56,0.875,11/10/1997,11,10,TRUE,0,0,91.09999847,0,95,50,0,4,TRUE,0,1.242114421
9142,8599,1997,68476,31.1,11/10/1997 0:00,11,1,29.84,-88.46,1.63,30,,,68476,22.6,22.8,20.5,33.2,33.2,34.8,NA,NA,NA,4.7,4.3,3,NA,NA,NA,LUTJANU,CAMPEC,22,0.73,-32,0.25,11/10/1997,11,10,TRUE,0,0,99.5,0,80,23.10000038,0,18,TRUE,0,1.242114421
9143,8600,1997,68477,27.4,11/10/1997 0:00,11,1,29.82,-88.54,1.63,22,,,68477,22.6,21.4,21.3,33.2,33.1,34.5,NA,NA,NA,5.4,5.5,4.3,NA,NA,NA,LUTJANU,CAMPEC,10,0.45,-28,0.375,11/10/1997,11,10,TRUE,1,0,96.59999847,0,87,22.5,0,11,TRUE,0,1.242114421
9144,8601,1997,68478,36.6,11/10/1997 0:00,11,1,29.4,-88.74,1.63,12,,,68478,20.4,20.6,19.8,32.5,32.6,34.7,NA,NA,NA,6.2,6.3,4.2,NA,NA,NA,LUTJANU,CAMPEC,8,0.66,-41,1.875,11/10/1997,11,10,TRUE,0,1.760166771,36.79999924,0,97,NA,0,2,TRUE,0,1.242114421
9145,8602,1997,68479,23.8,11/10/1997 0:00,11,1,29.38,-88.84,1.63,10,,,68479,19.5,21.2,20.4,30.2,32.4,34.3,NA,NA,NA,6,4.5,3,NA,NA,NA,,,NA,0,-26,1.875,11/10/1997,11,10,TRUE,0,19.14021606,47.90000153,0,94,NA,0,4,TRUE,0,1.242114421
9146,8603,1997,68480,16.5,11/10/1997 0:00,11,1,29.38,-88.94,1.63,13,,,68480,19.8,19.8,20.4,31.8,31.3,31.9,NA,NA,NA,5.6,6.3,5.6,NA,NA,NA,LUTJANU,CAMPEC,2,0.15,-17,1.5,11/10/1997,11,10,TRUE,0,6.452431301,51,1,29,NA,0,68,TRUE,0,1.242114421
9147,8604,1997,68482,11,11/11/1997 0:00,11,1,30.18,-88.5,1.63,19,,,68482,18.1,18.2,19.3,30.8,30.8,31.5,NA,NA,NA,7.6,7.2,6.8,NA,NA,NA,,,NA,0,-11,0.75,11/11/1997,11,11,TRUE,0,0,NA,0,16,NA,0,82,TRUE,0,1.242114421
9148,8605,1997,68483,16.5,11/11/1997 0:00,11,1,30.09,-88.54,1.63,30,,,68483,19.1,19,20.4,31,31.8,32.4,NA,NA,NA,4.8,4.7,4.6,NA,NA,NA,LUTJANU,CAMPEC,5,0.16,-18,1,11/11/1997,11,11,TRUE,0,6.718455218,38.90000153,0,2,NA,2,97,TRUE,2,1.242114421
9149,8606,1997,68485,21.9,11/11/1997 0:00,11,1,29.85,-88.62,1.63,27,,,68485,21.1,21.3,21.2,33.3,33.6,33.2,NA,NA,NA,4.4,4.7,4.3,NA,NA,NA,LUTJANU,CAMPEC,2,0.07,-21,0.375,11/11/1997,11,11,TRUE,0,0,73.30000305,0,80,NA,1,19,TRUE,0,1.242114421
9150,8607,1997,68486,9.1,11/11/1997 0:00,11,1,29.9,-88.78,1.63,10,,,68486,19.3,19.2,19.2,32.3,32.1,31.5,NA,NA,NA,4.8,4.8,4.7,NA,NA,NA,,,NA,0,-5,1.75,11/11/1997,11,11,TRUE,0,39.63109412,NA,NA,NA,NA,100,NA,TRUE,0,1.242114421
9151,8608,1997,68487,5.5,11/11/1997 0:00,11,1,29.89,-88.8,1.63,10,,,68487,18.1,18.1,18,31.8,31.5,30,NA,NA,NA,5.9,6.2,6.2,NA,NA,NA,,,NA,0,-7,1.75,11/11/1997,11,11,TRUE,0,0,NA,NA,NA,NA,100,NA,TRUE,0,1.242114421
5607,5182,1998,66547,23.8,10/1/1998 0:00,13,1,29.1,-89.81,1.63,24,,,66547,27.01,27.32,27.3,31.6,33.64,34.23,2.03,2.5,1.09,6.6,6,5.3,NA,NA,NA,,,NA,0,-24,0.875,10/1/1998,10,1,TRUE,0,16.77482714,28.39999962,1,84,NA,0,13,TRUE,0,1.242114421
5608,5183,1998,66548,11,10/1/1998 0:00,13,1,29.17,-89.62,1.63,30,,,66548,27.34,27.61,27.24,32.43,33.38,33.92,1.87,1.61,2.31,6.1,5.8,5.2,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-9,0.625,10/1/1998,10,1,TRUE,1,9.52213189,4.800000191,0,45,NA,0,53,TRUE,0,1.242114421
5609,5184,1998,66549,25.6,10/1/1998 0:00,13,1,29,-89.59,1.63,11,,,66549,26.75,27.09,26.91,31.26,33.26,34.41,2.09,2.62,1.08,6.3,5.6,4.7,NA,NA,NA,LUTJANU,CAMPEC,55,5,-30,5.625,10/1/1998,10,1,TRUE,0,85.22704115,0,1,98,NA,0,0,TRUE,0,1.242114421
5610,5185,1998,66550,16.5,10/1/1998 0:00,13,1,29,-89.53,1.63,12,,,66550,26.83,26.89,27.13,31.06,32.28,34.32,2.14,3.6,2.19,6.4,5.7,4.6,NA,NA,NA,LUTJANU,CAMPEC,7,0.58,-16,2.375,10/1/1998,10,1,TRUE,1,7.644466369,0,0,95,NA,0,3,TRUE,0,1.242114421
5611,5186,1998,66552,16.5,10/1/1998 0:00,13,1,29.01,-89.53,1.63,18,,,66552,26.67,26.87,27.15,31.15,32.12,34.18,2.56,2.66,2.56,6.4,5.8,4.9,NA,NA,NA,LUTJANU,CAMPEC,3,0.16,-14,1,10/1/1998,10,1,TRUE,2,12.0190016,0,0,95,NA,0,4,TRUE,0,1.242114421
5612,5187,1998,66553,25.6,10/1/1998 0:00,13,1,29,-89.59,1.63,10,,,66553,26.7,27.44,27.04,31.04,33.04,33.98,2.99,3.11,1.54,6.6,6.4,5.1,NA,NA,NA,LUTJANU,CAMPEC,10,1,-30,5.625,10/1/1998,10,1,TRUE,0,85.22704115,0,1,98,NA,0,0,TRUE,0,1.242114421
5613,5188,1998,66554,11,10/1/1998 0:00,13,1,29.17,-89.62,1.63,30,,,66554,27.51,27.51,27.24,32.92,33.43,33.96,2.04,1.76,1.63,6.5,5.5,5.2,NA,NA,NA,,,NA,0,-9,0.625,10/1/1998,10,1,TRUE,1,9.52213189,4.800000191,0,45,NA,0,53,TRUE,0,1.242114421
5614,5189,1998,66555,23.8,10/1/1998 0:00,13,1,29.1,-89.81,1.63,28,,,66555,28.33,27.37,27.31,33.24,33.43,34.23,1.87,1.45,2.33,6.6,6.5,5.2,NA,NA,NA,LUTJANU,CAMPEC,13,0.46,-24,0.875,10/1/1998,10,1,TRUE,0,16.77482714,28.39999962,1,84,NA,0,13,TRUE,0,1.242114421
5615,5190,1998,66556,29.3,10/1/1998 0:00,14,1,28.64,-90.32,1.63,11,,,66556,27.59,27.34,26.15,34.05,34.41,35.14,1.26,NA,1.34,7.4,6.5,5.2,NA,NA,NA,LUTJANU,CAMPEC,2,0.18,-30,1.875,10/1/1998,10,1,TRUE,0,26.99317667,99.19999695,2,42,NA,0,55,TRUE,0,1.242114421
5616,5191,1998,66557,29.3,10/1/1998 0:00,14,1,28.64,-90.32,1.63,10,,,66557,28.27,27.37,26.23,33.96,34.39,35.11,1.08,1.16,1.27,7.7,6.3,5.1,NA,NA,NA,LUTJANU,CAMPEC,1,0.1,-30,1.875,10/1/1998,10,1,TRUE,0,26.99317667,99.19999695,2,42,NA,0,55,TRUE,0,1.242114421
5617,5192,1998,66558,32.9,10/1/1998 0:00,14,1,28.59,-90.4,1.63,30,,,66558,27.89,27.34,26.08,34.07,34.6,35.18,0.57,1.07,0.87,6.9,5.6,5,NA,NA,NA,,,NA,0,-35,0.875,10/1/1998,10,1,TRUE,3,47.39958948,97.5,6,83,NA,0,9,TRUE,0,1.242114421
5618,5193,1998,66559,31.1,10/1/1998 0:00,14,1,28.56,-90.52,1.63,21,,,66559,28.47,27.7,26.53,34.24,34.48,34.96,0.61,0.85,0.71,6.5,6,5,NA,NA,NA,LUTJANU,CAMPEC,1,0.04,-29,1.125,10/1/1998,10,1,TRUE,0,14.32860217,67.30000305,0,96,NA,0,3,TRUE,0,1.242114421
5619,5194,1998,66560,21.9,10/2/1998 0:00,14,1,28.61,-90.6,1.63,17,,,66560,28.08,27.53,27.24,34.29,34.69,34.74,0.52,1.07,1.25,6.5,5.6,5.2,NA,NA,NA,LUTJANU,CAMPEC,1,0.05,-21,0.75,10/2/1998,10,2,TRUE,2,2.317890824,9.5,2,86,NA,0,10,TRUE,0,1.242114421
5620,5195,1998,66561,27.4,10/2/1998 0:00,14,1,28.54,-90.68,1.63,10,,,66561,28.46,27.94,27.73,34.27,34.87,35.05,0.27,0.66,0.59,6.2,5.6,5.3,NA,NA,NA,LUTJANU,CAMPEC,2,0.2,-28,1.25,10/2/1998,10,2,TRUE,1,58.87505232,8.100000381,0,93,NA,0,5,TRUE,0,1.242114421
5621,5196,1998,66562,32.9,10/2/1998 0:00,14,1,28.59,-90.39,1.63,30,,,66562,28.02,27.57,26.32,34.22,34.38,35.09,0.51,0.98,0.83,6.5,5.9,5,NA,NA,NA,LUTJANU,CAMPEC,7,0.23,-35,0.75,10/2/1998,10,2,TRUE,3,75.97796712,99.30000305,6,83,NA,0,9,TRUE,0,1.242114421
5622,5197,1998,66564,31.1,10/2/1998 0:00,14,1,28.56,-90.52,1.63,22,,,66564,28.15,27.54,26.73,34.26,34.71,35.13,0.41,1.02,0.74,6.3,5.5,5,NA,NA,NA,LUTJANU,CAMPEC,3,0.13,-29,1.125,10/2/1998,10,2,TRUE,0,14.32860217,67.30000305,0,96,NA,0,3,TRUE,0,1.242114421
5623,5198,1998,66565,21.9,10/2/1998 0:00,14,1,28.61,-90.59,1.63,12,,,66565,28.28,27.88,27.36,34.19,34.32,34.72,0.31,1.9,1.58,6.4,5.9,5.4,NA,NA,NA,,,NA,0,-21,1.125,10/2/1998,10,2,TRUE,1,2.546302726,9.5,2,86,NA,0,10,TRUE,0,1.242114421
5624,5199,1998,66566,27.4,10/2/1998 0:00,14,1,28.54,-90.68,1.63,11,,,66566,28.45,28.14,27.86,34.35,34.66,35.12,0.19,0.37,0.8,6.2,6.1,5.4,NA,NA,NA,LUTJANU,CAMPEC,1,0.09,-28,1.25,10/2/1998,10,2,TRUE,1,58.87505232,8.100000381,0,93,NA,0,5,TRUE,0,1.242114421
5625,5200,1998,18929,73.2,10/14/1998 0:00,19,1,27.89,-95.41,1.63,44,M ,M,18929,28.07,27.95,20.58,35.94,36.11,36.4,0.13,0.34,0.63,5.3,5.9,2.9,NA,NA,NA,,,NA,0,-80,2.375,10/14/1998,10,14,TRUE,0,0,43.70000076,33,21,NA,0,45,TRUE,0,1.242114421
5626,5201,1998,18930,82.3,10/14/1998 0:00,19,1,27.83,-95.46,1.63,34,M ,L,18930,27.9,27.81,21.61,36.16,36.15,36.39,0.1,0.19,0.81,5.6,6,4.3,NA,NA,NA,,,NA,0,-87,2.75,10/14/1998,10,14,TRUE,0,0,98.30000305,33,21,NA,0,45,TRUE,0,1.242114421
5627,5202,1998,18932,91.4,10/14/1998 0:00,18,1,27.93,-94.99,1.63,57,M ,L,18932,27.96,27.89,20.17,36.12,36.2,36.4,0.29,0.31,0.46,5.4,5.7,2.4,NA,NA,NA,,,NA,0,-100,2.625,10/14/1998,10,14,TRUE,0,0,99.90000153,0,76,NA,0,22,TRUE,0,1.242114421
5628,5203,1998,18933,64,10/14/1998 0:00,19,1,27.98,-95.27,1.63,45,M ,L,18933,28.05,28.34,22.73,35.82,36.15,36.46,0.35,1.58,1.14,5.1,4.5,4.1,NA,NA,NA,,,NA,0,-71,2.5,10/14/1998,10,14,TRUE,0,0,33.29999924,33,21,NA,0,45,TRUE,0,1.242114421
5629,5204,1998,18934,73.2,10/15/1998 0:00,20,1,27.78,-95.61,1.63,35,M ,S,18934,27.38,28.54,21.15,35.47,36.34,36.45,0.25,1.15,0.6,2.6,5.3,3.6,NA,NA,NA,,,NA,0,-81,2.75,10/15/1998,10,15,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
5630,5205,1998,18935,82.3,10/15/1998 0:00,21,1,26.48,-96.46,1.63,32,M ,L,18935,27.33,29.05,20.19,32.66,36.32,36.59,0.3,0.71,0.26,5.9,5.6,2.4,NA,NA,NA,,,NA,0,-85,1.875,10/15/1998,10,15,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,1.242114421
5631,5206,1998,18936,82.3,10/15/1998 0:00,21,1,26.38,-96.37,1.63,19,SH,,18936,28.86,28.6,21.16,35.79,36.23,36.53,0.13,0.21,0.23,1.9,5.9,3.4,NA,NA,NA,,,NA,0,-88,2.375,10/15/1998,10,15,TRUE,0,0,0,0,64,NA,0,34,TRUE,0,1.242114421
5632,5207,1998,18937,73.2,10/15/1998 0:00,21,1,26.01,-96.43,1.63,32,M ,L,18937,28.63,28.73,21.62,35.14,36.1,36.51,0.22,0.23,0.27,6.4,6.6,4.7,NA,NA,NA,,,NA,0,-79,2.5,10/15/1998,10,15,TRUE,0,0,0,0,66,NA,0,32,TRUE,0,1.242114421
5633,5208,1998,18938,27.4,10/16/1998 0:00,21,1,26.23,-96.96,1.63,17,M ,L,18938,27.62,27.38,27.56,34.34,34.5,34.91,0.38,0.55,0.95,6.4,6.7,6.6,NA,NA,NA,LUTJANU,CAMPEC,30,1.76,-28,1,10/16/1998,10,16,TRUE,0,1.487777467,67.80000305,0,61,NA,0,37,TRUE,0,1.242114421
